time,DAC_vld,DAC_bits,DAC_I,DAC_Q,ADC_I,ADC_Q,I_16M,Q_16M,NCO_cos,QPSK_raw,I_1M,Q_1M,QPSK,BPSK,clk_1M_out,Tx_data_tdata,Tx_data_tlast,Tx_data_tuser,Tx_data_tvalid,Rx_data_tdata,Rx_data_tlast,Rx_data_tuser,Rx_data_tvalid,error_tdata,feedback_tdata,Tx_1bit,Tx_vld,Rx_1bit,Rx_vld,gardner_error,gardner_increment,DAC_bits_1,DAC_bits_0,Tx_data_tdata_2bits,Tx_data_tdata_1,Tx_data_tdata_0,Tx_data_tdata_X1,Tx_data_tdata_X2,Rx_data_tdata_2bits,Rx_data_tdata_1,Rx_data_tdata_0,Rx_data_tdata_X1,Rx_data_tdata_X2,v0,v8192
985,1,0,-2,2046,1559,-478,2981,1724,2039,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,20,2,0,0,0,0,2456,8299,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
986,,,,,,,,,,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
987,1,0,-2046,-2,761,1346,3253,1922,-168,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,20,3,0,0,0,0,2318,8299,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
988,,,,,,,,,,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
989,1,0,2,-2046,-936,1333,3386,2049,-2039,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,20,4,0,0,0,0,2181,8299,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
990,,,,,,,,,,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
991,1,0,2046,2,-463,1171,3449,2103,171,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,20,6,0,0,0,0,1941,8299,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
992,,,,,,,,,,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
993,1,0,-2,2046,-1044,283,3456,2125,2039,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,21,8,0,0,0,0,363,8299,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
994,,,,,,,,,,0,3381,1970,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
995,1,0,-2046,-2,-732,-1320,3400,2103,-174,3,-3465,-2064,0,0,1,255,0,0,0,0,0,0,0,21,10,0,0,0,0,-976,8299,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
996,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
997,1,0,2,-2046,1433,-487,3261,2050,-2038,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,21,11,0,0,0,0,-1259,8070,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
998,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
999,1,0,2046,2,846,1391,2995,1939,177,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,18,12,0,0,0,0,-1540,8070,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
1000,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
1001,1,0,-2,2046,-1523,509,2644,1737,2038,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,16,12,0,0,0,0,-1771,8070,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
1002,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,3,1,1,0,1,0,0,0,0,1,0,8192
1003,1,3,2046,2,-844,-1410,1941,1474,-177,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,14,11,0,0,0,0,-2001,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1004,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1005,1,3,-2,2046,1542,-506,1501,1029,-2038,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,7,9,0,0,0,0,-2174,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1006,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1007,1,3,-2046,-2,827,1410,230,695,180,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,7,7,0,0,0,0,-2565,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1008,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1009,1,3,2,-2046,-1532,500,-304,-60,2038,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,-7,6,0,0,0,0,-1037,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1010,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1011,1,3,2046,2,-848,-1409,-1526,-447,-180,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,4,4,0,0,0,0,2764,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1012,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1013,1,3,-2,2046,1557,-500,-1951,-1144,-2038,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,17,3,0,0,0,0,2745,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1014,,,,,,,,,,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1015,1,3,-2046,-2,821,1406,-2616,-1418,183,3,-3465,-2064,0,0,0,255,0,0,0,0,0,0,0,13,2,0,0,0,0,2697,8070,1,1,3,1,1,0,1,0,0,0,0,1,0,8192
1016,,,,,,,,,,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1017,1,3,2,-2046,-1549,488,-2966,-1761,2037,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,18,2,0,0,0,0,2650,8070,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1018,,,,,,,,,,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1019,1,3,2046,2,-767,-1357,-3238,-1957,-190,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,19,3,0,0,0,0,2558,8070,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1020,,,,,,,,,,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1021,1,3,-2,2046,938,-1322,-3370,-2086,-2037,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,20,4,0,0,0,0,1466,8070,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1022,,,,,,,,,,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1023,1,3,-2046,-2,461,-1177,-3434,-2144,193,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,20,6,0,0,0,0,468,8070,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1024,,,,,,,,,,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1025,1,3,2,-2046,1051,-275,-3442,-2167,2037,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,20,8,1,1,0,0,146,8070,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1026,,,,,,,,,,3,-3465,-2064,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1027,1,3,2046,2,732,1321,-3385,-2145,-196,0,3452,2114,0,0,1,1,0,0,0,0,0,0,0,20,10,1,1,0,0,-177,8070,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1028,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1029,1,3,-2,2046,-1431,490,-3241,-2091,-2036,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,19,11,1,1,0,0,-578,8169,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1030,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1031,1,3,-2046,-2,-847,-1396,-2972,-1981,199,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,18,12,1,1,0,0,-980,8169,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1032,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1033,1,3,2,-2046,1526,-503,-2620,-1777,2036,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,16,11,1,1,0,0,-1261,8169,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1034,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,1,0,1,1,0,0,0,0,0,1,0,8192
1035,1,0,-2046,-2,831,1398,-1919,-1506,-199,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,13,10,1,1,0,0,-2130,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1036,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1037,1,0,2,-2046,-1535,508,-1480,-1055,-2036,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,6,9,1,1,0,0,-2718,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1038,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1039,1,0,2046,2,-846,-1413,-213,-707,199,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,7,7,1,1,0,0,-2747,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1040,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1041,1,0,-2,2046,1556,-500,309,55,2036,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,-8,5,0,1,0,0,-1052,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1042,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1043,1,0,-2046,-2,819,1401,1525,461,-202,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,4,3,0,1,0,0,0,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1044,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1045,1,0,2,-2046,-1525,501,1942,1160,-2036,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,16,2,0,1,0,0,1728,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1046,,,,,,,,,,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1047,1,0,2046,2,-841,-1412,2600,1443,205,0,3452,2114,0,0,0,1,0,0,0,0,0,0,0,12,2,0,1,0,0,2771,8169,0,0,1,0,1,1,0,0,0,0,0,1,0,8192
1048,,,,,,,,,,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1049,1,0,-2,2046,1570,-473,2939,1791,2035,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,2229,8169,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1050,,,,,,,,,,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1051,1,0,-2046,-2,754,1346,3209,1996,-211,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,18,3,0,1,0,0,1707,8169,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1052,,,,,,,,,,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1053,1,0,2,-2046,-939,1333,3338,2127,-2035,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,19,4,0,1,0,0,1485,8169,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1054,,,,,,,,,,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1055,1,0,2046,2,-467,1171,3402,2186,215,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,19,6,0,1,0,0,1264,8169,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1056,,,,,,,,,,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1057,1,0,-2,2046,-1049,283,3406,2208,2034,0,3452,2114,0,0,0,0,0,0,0,0,0,0,0,19,8,1,1,0,0,863,8169,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1058,,,,,,,,,,3,-3370,-2086,0,0,1,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1059,1,0,-2046,-2,-730,-1327,3350,2190,-218,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,19,9,1,1,0,0,462,8249,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1060,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1061,1,0,2,-2046,1440,-482,3209,2135,-2034,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,18,10,1,1,0,0,139,8249,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1062,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1063,1,0,2046,2,830,1388,2943,2019,218,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,17,11,1,1,0,0,-1274,8249,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1064,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1065,1,0,-2,2046,-1526,506,2594,1808,2034,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,14,11,1,1,0,0,-2364,8249,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1066,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,0,8192
1067,1,3,2046,2,-843,-1414,1895,1527,-221,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,12,10,1,1,0,0,-2481,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1068,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1069,1,3,-2,2046,1550,-493,1466,1070,-2034,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,6,8,1,1,0,0,-2598,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1070,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1071,1,3,-2046,-2,833,1401,207,701,221,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,0,0,-2663,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1072,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1073,1,3,2,-2046,-1545,505,-305,-71,2034,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,-7,5,0,1,0,0,-2728,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1074,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1075,1,3,2046,2,-829,-1411,-1513,-493,-224,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1076,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1077,1,3,-2,2046,1539,-497,-1919,-1200,-2034,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,1601,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1078,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1079,1,3,-2046,-2,835,1407,-2572,-1493,227,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,2476,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1080,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1081,1,3,2,-2046,-1563,477,-2911,-1843,2033,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,2337,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1082,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1083,1,3,2046,2,-759,-1351,-3178,-2048,-230,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,0,0,2198,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1084,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1085,1,3,-2,2046,940,-1330,-3307,-2178,-2033,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,17,4,0,1,0,0,1956,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1086,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1087,1,3,-2046,-2,471,-1163,-3373,-2235,233,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,17,6,0,1,0,0,1712,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1088,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1089,1,3,2,-2046,1047,-281,-3381,-2255,2032,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,18,7,1,1,0,0,1490,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1090,,,,,,,,,,3,-3370,-2086,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1091,1,3,2046,2,728,1321,-3327,-2231,-236,0,3350,2190,0,0,1,0,0,0,0,0,0,0,0,17,9,1,1,0,0,-142,8249,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1092,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1093,1,3,-2,2046,-1439,491,-3187,-2170,-2032,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,17,10,1,1,0,0,-1551,8174,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1094,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1095,1,3,-2046,-2,-851,-1400,-2919,-2052,240,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,16,10,1,1,0,0,-1787,8174,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1096,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1097,1,3,2,-2046,1535,-497,-2576,-1839,2032,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,13,10,1,1,0,0,-2022,8174,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1098,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,1,1,0,0,0,0,1,0,0,0,0,1,0,8192
1099,1,1,2,-2046,831,1403,-1884,-1548,-240,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,12,9,1,1,0,0,-2194,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1100,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1101,1,1,2046,2,-1534,505,-1453,-1082,-2032,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,5,8,1,1,0,0,-2366,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1102,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1103,1,1,-2,2046,-834,-1412,-196,-703,240,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,6,6,1,1,0,0,-2484,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1104,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1105,1,1,-2046,-2,1546,-496,307,73,2032,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,-7,4,0,1,0,0,0,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1106,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1107,1,1,2,-2046,822,1400,1511,509,-243,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,2770,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1108,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1109,1,1,2046,2,-1542,505,1910,1220,-2032,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,2720,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1110,,,,,,,,,,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1111,1,1,-2,2046,-833,-1420,2559,1516,246,0,3350,2190,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,2671,8174,0,1,0,0,0,0,1,0,0,0,0,1,0,8192
1112,,,,,,,,,,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1113,1,1,-2046,-2,1565,-465,2892,1870,2031,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,16,2,0,1,0,0,2576,8174,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1114,,,,,,,,,,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1115,1,1,2,-2046,752,1347,3155,2079,-249,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,16,3,0,1,0,0,2480,8174,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1116,,,,,,,,,,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1117,1,1,2046,2,-934,1330,3284,2209,-2030,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,17,4,0,1,0,0,2340,8174,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1118,,,,,,,,,,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1119,1,1,-2,2046,-473,1174,3349,2263,252,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,17,5,0,1,0,0,1006,8174,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1120,,,,,,,,,,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1121,1,1,-2046,-2,-1048,274,3355,2282,2030,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,17,7,0,1,0,0,-189,8174,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1122,,,,,,,,,,0,3350,2190,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1123,1,1,2,-2046,-727,-1320,3302,2260,-255,3,-3381,-2255,0,0,1,254,0,0,0,0,0,0,0,17,8,0,1,0,0,-596,8174,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1124,,,,,,,,,,3,-3381,-2255,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1125,1,1,2046,2,1439,-486,3167,2198,-2030,3,-3381,-2255,0,0,0,254,0,0,0,0,0,0,0,16,10,0,1,0,0,-1004,8117,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
1126,,,,,,,,,,3,-3381,-2255,0,0,0,254,0,0,0,0,0,0,0,,,0,1,0,0,,,0,1,2,1,0,1,0,0,0,0,0,1,0,8192
